	s332	230605	7	2999.99
	s332	251267	6	899.99
	s332	721164	0	2699.99
	s332	722851	1	1799.99
	s332	733437	4	4099.99
	s332	735135	8	1599.99
	s332	735137	4	1659.99
	s332	778989	6	1899.99
	s332	785624	7	1199.99
	s332	786573	4	2499.99
	s332	789207	1	1999.99
	s332	832520	5	1899.99
	s332	835583	1	999.99
	s332	835586	4	1149.99
	s332	835587	3	1199.99
	s332	835588	6	1249.99
	s332	835589	9	1499.99
	s332	835592	0	1999.99
	s332	835593	5	1999.99
	s332	835594	5	1399.99
	s332	835595	5	2599.99
	s332	835597	8	2899.99
	s332	836185	9	1399.99
	s332	838558	6	1399.99
	s332	839559	0	1699.99
	s332	839560	3	1999.99
	s332	839561	7	2699.99
	s332	839565	1	1349.99
	s332	839569	3	1499.99
	s332	839571	9	1899.99
	s332	839573	9	1399.99
	s332	844146	0	1399.99
	s332	844155	9	1649.99
	s332	844157	1	1699.99
	s332	844158	8	1699.99
	s332	844161	0	1899.99
	s332	848746	0	1599.99
	s332	848748	0	1899.99
	s332	854733	5	3699.99
	s332	855299	8	1599.99
	s332	856048	4	1749.99
	s332	856052	6	1998
	s332	857315	1	1999.99
	s332	857317	9	2499.99
	s332	857868	9	1999.99
	s332	858524	4	2499.99
	s332	858526	0	1999.99
	s332	858527	4	1699.99
	s332	859222	3	899.99
	s332	859224	1	1299.99
	s332	859226	7	2199.99
	s332	859565	9	949.99
	s332	859567	2	2099.99
	s332	859570	8	1799.99
	s332	860115	7	1399.99
	s332	860286	4	2199.99
	s332	862285	1	1699.99
	s332	862288	0	1599.99
	s332	862756	0	2099.99
	s332	863530	9	2999.99
	s332	863781	2	2099.99
	s332	863782	4	2199.99
	s332	864505	3	2299.99
	s332	711429	2	798
	s332	735141	5	1299.99
	s332	780062	5	999.99
	s332	782538	0	899.99
	s332	788067	0	1349.99
	s332	788068	8	1449.99
	s332	788069	5	1499.99
	s332	788070	6	1599.99
	s332	790369	7	1349.99
	s332	790370	2	1599.99
	s332	793128	4	1349.99
	s332	839428	6	999
	s332	842693	6	1899.99
	s332	845229	2	1599.99
	s332	845235	1	1399.99
	s332	846916	5	1799.99
	s332	850409	6	1799.99
	s332	850864	0	1099.99
	s332	851057	1	1299.99
	s332	853860	6	1999.99
	s332	853861	1	2699.99
	s332	860476	1	1459.99
	s332	860477	6	1499.99
	s332	860478	3	1599.99
	s332	860979	7	2499.99
	s332	862774	2	2599.99
	s332	862775	1	3599.99
	s332	863513	5	1249.99
	s332	863515	6	1499.99
	s332	863516	3	1899.99
	s332	863517	8	1599.99
	s332	863688	7	1499.99
	s332	255271	5	1499.99
	s332	276211	3	1429.99
	s332	717834	3	1299.99
	s332	727973	0	1399.99
	s332	728522	0	1299.99
	s332	785281	4	1299.99
	s332	785282	3	1199.99
	s332	791229	3	999.99
	s332	798971	0	1299.99
	s332	798978	5	1599.99
	s332	838545	0	1649.99
	s332	838854	4	1299.99
	s332	838855	7	1449.99
	s332	838856	6	1389.99
	s332	838858	2	1299.99
	s332	842295	2	1149.99
	s332	842326	7	1099.99
	s332	842475	8	2299.99
	s332	847028	2	1549.99
	s332	847033	4	1399.99
	s332	850079	0	1199.99
	s332	850083	7	1299.99
	s332	859691	3	1499.99
