	s331	230605	8	2999.99
	s331	251267	1	899.99
	s331	721164	4	2699.99
	s331	722851	5	1799.99
	s331	733437	3	4099.99
	s331	735135	2	1599.99
	s331	735137	3	1659.99
	s331	778989	3	1899.99
	s331	785624	9	1199.99
	s331	786573	7	2499.99
	s331	789207	5	1999.99
	s331	832520	9	1899.99
	s331	835583	4	999.99
	s331	835586	5	1149.99
	s331	835587	5	1199.99
	s331	835588	2	1249.99
	s331	835589	9	1499.99
	s331	835592	1	1999.99
	s331	835593	4	1999.99
	s331	835594	1	1399.99
	s331	835595	0	2599.99
	s331	835597	4	2899.99
	s331	836185	2	1399.99
	s331	838558	7	1399.99
	s331	839559	4	1699.99
	s331	839560	3	1999.99
	s331	839561	1	2699.99
	s331	839565	9	1349.99
	s331	839569	1	1499.99
	s331	839571	0	1899.99
	s331	839573	9	1399.99
	s331	844146	4	1399.99
	s331	844155	6	1649.99
	s331	844157	6	1699.99
	s331	844158	0	1699.99
	s331	844161	7	1899.99
	s331	848746	5	1599.99
	s331	848748	8	1899.99
	s331	854733	6	3699.99
	s331	855299	1	1599.99
	s331	856048	0	1749.99
	s331	856052	4	1998
	s331	857315	0	1999.99
	s331	857317	8	2499.99
	s331	857868	1	1999.99
	s331	858524	7	2499.99
	s331	858526	6	1999.99
	s331	858527	6	1699.99
	s331	859222	6	899.99
	s331	859224	7	1299.99
	s331	859226	3	2199.99
	s331	859565	3	949.99
	s331	859567	2	2099.99
	s331	859570	6	1799.99
	s331	860115	0	1399.99
	s331	860286	4	2199.99
	s331	862285	0	1699.99
	s331	862288	1	1599.99
	s331	862756	6	2099.99
	s331	863530	0	2999.99
	s331	863781	9	2099.99
	s331	863782	8	2199.99
	s331	864505	2	2299.99
	s331	711429	0	798
	s331	735141	0	1299.99
	s331	780062	1	999.99
	s331	782538	9	899.99
	s331	788067	1	1349.99
	s331	788068	3	1449.99
	s331	788069	4	1499.99
	s331	788070	0	1599.99
	s331	790369	8	1349.99
	s331	790370	6	1599.99
	s331	793128	0	1349.99
	s331	839428	4	999
	s331	842693	4	1899.99
	s331	845229	2	1599.99
	s331	845235	7	1399.99
	s331	846916	7	1799.99
	s331	850409	2	1799.99
	s331	850864	7	1099.99
	s331	851057	6	1299.99
	s331	853860	1	1999.99
	s331	853861	3	2699.99
	s331	860476	0	1459.99
	s331	860477	4	1499.99
	s331	860478	8	1599.99
	s331	860979	2	2499.99
	s331	862774	4	2599.99
	s331	862775	2	3599.99
	s331	863513	9	1249.99
	s331	863515	1	1499.99
	s331	863516	4	1899.99
	s331	863517	6	1599.99
	s331	863688	1	1499.99
	s331	255271	8	1499.99
	s331	276211	7	1429.99
	s331	717834	2	1299.99
	s331	727973	2	1399.99
	s331	728522	6	1299.99
	s331	785281	7	1299.99
	s331	785282	8	1199.99
	s331	791229	4	999.99
	s331	798971	2	1299.99
	s331	798978	1	1599.99
	s331	838545	2	1649.99
	s331	838854	8	1299.99
	s331	838855	3	1449.99
	s331	838856	2	1389.99
	s331	838858	5	1299.99
	s331	842295	0	1149.99
	s331	842326	4	1099.99
	s331	842475	8	2299.99
	s331	847028	5	1549.99
	s331	847033	7	1399.99
	s331	850079	9	1199.99
	s331	850083	9	1299.99
	s331	859691	9	1499.99
	s331	861530	6	1899.99
	s331	862765	1	1899.99
	s331	781315	3	529.99
	s331	838742	5	729
	s331	839502	8	249.99
	s331	843988	4	169.99
	s331	843994	3	279.99
	s331	843995	0	369.99
	s331	843996	0	359.99
	s331	843997	9	449.99
	s331	848100	9	239.99
	s331	848101	9	269.99
	s331	860023	4	479.99
	s331	862740	7	759.99
	s331	845424	0	2999.99
	s331	851028	1	999.99
	s331	851031	8	1999.99
	s331	851956	0	3599.99
	s331	853102	2	2599.99
	s331	857217	5	4399.99
	s331	859240	2	799.99
	s331	859719	0	2099.99
	s331	859816	2	1999.99
	s331	859817	5	3399.99
	s331	860031	5	3399.99
	s331	860034	5	2249.99
	s331	860038	2	1999.99
	s331	860062	4	3399.99
	s331	860063	4	3399.99
	s331	860500	0	3499.99
	s331	860584	9	3999.99
	s331	860995	5	3299.99
	s331	860998	6	2599.99
