	s315	230605	1	2999.99
	s315	251267	1	899.99
	s315	721164	1	2699.99
	s315	722851	1	1799.99
	s315	733437	1	4099.99
	s315	735135	1	1599.99
	s315	735137	1	1659.99
	s315	778989	1	1899.99
	s315	785624	1	1199.99
	s315	786573	1	2499.99
	s315	789207	1	1999.99
	s315	832520	1	1899.99
	s315	835583	1	999.99
	s315	835586	1	1149.99
	s315	835587	1	1199.99
	s315	835588	1	1249.99
	s315	835589	1	1499.99
	s315	835592	2	1999.99
	s315	835593	1	1999.99
	s315	835594	1	1399.99
	s315	835595	2	2599.99
	s315	835597	1	2899.99
	s315	836185	1	1399.99
	s315	838558	1	1399.99
	s315	839559	1	1699.99
	s315	839560	1	1999.99
	s315	839561	1	2699.99
	s315	839565	1	1349.99
	s315	839569	1	1499.99
	s315	839571	1	1899.99
	s315	839573	1	1399.99
	s315	844146	1	1399.99
	s315	844155	1	1649.99
	s315	844157	1	1699.99
	s315	844158	1	1699.99
	s315	844161	1	1899.99
	s315	848746	1	1599.99
	s315	848748	2	1899.99
	s315	854733	1	3699.99
	s315	855299	2	1599.99
	s315	856048	1	1749.99
	s315	856052	1	1998
	s315	857315	1	1999.99
	s315	857317	1	2499.99
	s315	857868	1	1999.99
	s315	858524	1	2499.99
	s315	858526	2	1999.99
	s315	858527	1	1699.99
	s315	859222	1	899.99
	s315	859224	1	1299.99
	s315	859226	1	2199.99
	s315	859565	1	949.99
	s315	859567	2	2099.99
	s315	859570	2	1799.99
	s315	860115	1	1399.99
	s315	860286	1	2199.99
	s315	862285	1	1699.99
	s315	862288	1	1599.99
	s315	862756	1	2099.99
	s315	863530	1	2999.99
	s315	863781	1	2099.99
	s315	863782	1	2199.99
	s315	864505	1	2299.99
	s315	711429	1	798
	s315	735141	1	1299.99
	s315	780062	1	999.99
	s315	782538	2	899.99
	s315	788067	1	1349.99
	s315	788068	2	1449.99
	s315	788069	2	1499.99
	s315	788070	1	1599.99
	s315	790369	1	1349.99
	s315	790370	1	1599.99
	s315	793128	1	1349.99
	s315	839428	1	999
	s315	842693	1	1899.99
	s315	845229	2	1599.99
	s315	845235	1	1399.99
	s315	846916	1	1799.99
	s315	850409	2	1799.99
	s315	850864	1	1099.99
	s315	851057	1	1299.99
	s315	853860	1	1999.99
	s315	853861	1	2699.99
	s315	860476	1	1459.99
	s315	860477	1	1499.99
	s315	860478	1	1599.99
	s315	860979	1	2499.99
	s315	862774	1	2599.99
	s315	862775	1	3599.99
	s315	863513	1	1249.99
	s315	863515	1	1499.99
	s315	863516	1	1899.99
	s315	863517	1	1599.99
	s315	863688	1	1499.99
	s315	255271	1	1499.99
	s315	276211	1	1429.99
	s315	717834	1	1299.99
	s315	727973	2	1399.99
	s315	728522	1	1299.99
	s315	785281	1	1299.99
	s315	785282	1	1199.99
	s315	791229	1	999.99
	s315	798971	1	1299.99
	s315	798978	1	1599.99
	s315	838545	1	1649.99
	s315	838854	2	1299.99
	s315	838855	1	1449.99
	s315	838856	1	1389.99
	s315	838858	1	1299.99
	s315	842295	1	1149.99
	s315	842326	1	1099.99
	s315	842475	1	2299.99
	s315	847028	2	1549.99
	s315	847033	1	1399.99
	s315	850079	1	1199.99
	s315	850083	1	1299.99
	s315	859691	1	1499.99
	s315	861530	1	1899.99
	s315	862765	1	1899.99
	s315	781315	1	529.99
	s315	838742	1	729
	s315	839502	7	249.99
	s315	843988	5	169.99
	s315	843994	1	279.99
	s315	843995	5	369.99
	s315	843996	3	359.99
	s315	843997	1	449.99
	s315	848100	1	239.99
	s315	848101	1	269.99
	s315	860023	1	479.99
	s315	862740	1	759.99
	s315	845424	3	2999.99
	s315	851028	2	999.99
	s315	851031	2	1999.99
	s315	851956	1	3599.99
	s315	853102	2	2599.99
	s315	857217	3	4399.99
	s315	859240	2	799.99
	s315	859719	3	2099.99
	s315	859816	3	1999.99
	s315	859817	1	3399.99
	s315	860031	2	3399.99
	s315	860034	1	2249.99
	s315	860038	2	1999.99
	s315	860062	1	3399.99
	s315	860063	1	3399.99
	s315	860500	1	3499.99
	s315	860584	1	3999.99
	s315	860995	2	3299.99
	s315	860998	1	2599.99
	s315	861398	1	3199.99
	s315	861408	1	3699.99
	s315	861466	1	2799.99
	s315	861858	1	4999.99
	s315	861874	4	2499.99
	s315	861875	5	2699.99
	s315	861877	2	3099.99
	s315	861880	1	3399.99
	s315	861881	7	1299.99
	s315	862046	2	4399.99
	s315	862165	1	1599.99
